image,description,display name,category,image_path,img_ok
3546.jpg,"Composition black shoes made of leather/synthetic upper, phylon midsole, carbon rubber outsole and comes with an additonal pair of laces shoe care 1. Rub surface with soft, clean cloth to remove dust 2. Do not machine wash Enhance your style quotient in these black sneakers from skechers. The retro vulcanised look is upgraded with a leather and synthetic upper ensuring ample ventilation for the feet. The multiple overlays and stitch detailing ensure greater protection and stability. The padded collar and tongue coupled with a cushioned insole ensure a firm but soft grip, while the lightweight, shock absorbing phylon midsole adds to the comfort level and protects feet from impact. The rubber outsole has a pitted design to improve grip and stability.",Skechers Men's Black Lifestyle Shoe,Casual Shoes,3546.jpg,True
28315.jpg,"Style Note For the non-conformist high-fashion male, this pair of shoes from red tape is the right choice. Styled in genuine, soft leather for optimal comfort, this pair does not compromise on its style quotient. Wear this with washed black jeans from wrangler or corduroy trousers, a black leather belt, a casual shirt with a scarf. This off-duty ensemble is perfect to wear for coffee dates in the evenings. Product Details Grey boat shoe with central lace-ups, decorative stitched detailing on the seams of the toe box and overlays Thick rubber midsole TPU outsole with circular lugs Material and Care Leather Wipe surface with a clean, dry cloth to remove dust Use a branded leather conditioner if needed Do not store in direct sunlight",Red Tape Men Grey Shoes,Casual Shoes,28315.jpg,True
34852.jpg,"A great slip-on shoe from vans, so comfortable, practical and durable you'll want to wear it every day. Built by skateboarders, for skateboarders, but loved by all for the perfect blend of classic cool and modern slick style. If you don't yet own a pair then this is a good place to start, and if you're already a Vans fan there's always room for one more great shoe in your closet. With a conservative upper, this slip-on will coordinate with all your outfits, while the lining gives this shoe a little stylish lift. Upper Fabric upper with checked pattern for durability and comfort Padded collar and textile lining for extra comfort Elasticated gussets on the sides of the tongue for easy insertion and removal of the feet Brand name on the back, on the lasting Cushioned footbed for all day comfort Midsole PU midsole for better shock absorption with double foxing Outsole Rubber outsole for durability Reverse waffle pattern for better grip Shoe care Wipe surface with soft, clean cloth to remove dust Do not use a drier or store in direct sunlight",Vans Unisex Classic Slip-On Black Shoes,Casual Shoes,34852.jpg,True
11833.jpg,"High top, green printed casual shoes with central lace-ups, lining at the inner, printed beige overlay at the heel collar Branding at the sides of the upper, has a rubber toe cap Foxing at the sides with branding on it Grooves at the flexible rubber sole",Playboy Men Casual Green Casual Shoes,Casual Shoes,11833.jpg,True
6432.jpg,"canvas shoes are the most versatile pair of footwear that one can ever own. Pair it with denims or corduroys and look equally glamorous with each combination. The fabric upper keeps your feet fresh all day, while the patterned outsole provides superior grip on any terrain. Upper   Canvas printed upper for easy maintenance and durability  Transparent plastic toe box for enhanced protection of the upper foot  Long canvas tongue for added comfort and snug Fit  Lace-ups through metal eyelets for snug fit and durability   Midsole   Foam footbed for high energy return and cushioning  Prints on the footbed for discreet style   Outsole   Vulcanized rubber outsole for flexibility and traction   shoe care Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water Rub this paste onto the canvas and the sole using a brush Wash off with lukewarm water",Lotto Men's Canvas Red White Shoe,Casual Shoes,6432.jpg,True
20699.jpg,"buckaroo comes up with this rugged shoe with a refined stance. A cheeky take on the classic penny loafer, this two-hole lace up leather shoe also references the conservative derby in its styling. Wear this with chinos or denims and a checked casual shirt or a tee. Style this with a rugged belt. Upper Full grain leather upper with stitch detailing and embossed branding on the lateral side of the heel Stitches on the seams of the toe box Two-hole lace ups Padded tongue Padded insole for in-step comfort Removable sockliner to accommodate an orthotic Outsole reinforced onto the upper at the heel Midsole Rubber midsole Outsole TPU outsole with an upraised heel and circular lugs for grip Shoe care Wipe surface with soft, clean, damp cloth to remove dust Use a suede brush to remove dust from suede parts Do not machine wash",Buckaroo Men Fiesta Olive Casual Shoes,Casual Shoes,20699.jpg,True
2393.jpg,-,Red Tape Men's Semi Casual Shoe,Casual Shoes,2393.jpg,True
6735.jpg,"Absolutely stylish and comfortable to wear, the puma 917 Mid canvas shoe is a great addition to your wardrobe. Names after the Porsche 917 that Steve McQueen drove in the legendry movie ""Le Mans"", this Basketball shoe combines the designs of Speed cat and Future Cat. Perfect for casual outings and weekend picnics, this high ankle shoe offers all the comfort your feet can ever ask for. Team this with jeans and t-shirts for a cool, casual look. This shoe comes with an additional pair of laces in contrast colour to suit your style  Upper   Canvas upper for durability and breathable comfort  Long tongue for a comfortable, snug Fit  High ankle with a V-opening at the back for added protection to the ankle  Canvas overlays for midfoot support  Velcro strap fastener at ankle for a snug, customised fit  Lace-ups for snug fit  Rubber toe box for enhanced durability and forefoot protection   Midsole   Full length EVA midsole for lightweight durability  Cushioned footbed for all-day comfort   Outsole   Durable rubber outsole with multi-directional lugs, grooves and suction points for maximum durability and traction on all surfaces  ",Puma Men Mid CVS Navy Blue Shoes,Casual Shoes,6735.jpg,True
46331.jpg,Red blunt toed shoes with central lace-up fastening and branding at the heel and side Fabric upper with eyelets on the side for ventilation and reinforced overlay at the heel collar Padded and cushioned inner and a soft footbed Upper adhered to the outsole 3D Ultralite rubber outsole with hexagonal scooped grooves in the middle region and hexagonal ringed grooves in the toe and heel region,Reebok Men Red Shoes,Casual Shoes,46331.jpg,True
8977.jpg,"These ballerina flats from puma are both feminine and versatile.. These dainty shoes are great for urban wear since their attractive design looks great when teamed with jeans and tees for a cool casual look.   Upper Combination of mesh and suede uppers for a greater breathability and structure Pink flap over the forefoot gives a snug Fit and added style cat logo printed on the lateral side of the forefoot and behind the collar  Midsole  Eco-friendly EcoOrtholite insole gives breathability, moisture control, anti-microbial properties, and long term cushioning   Outsole Rugged pattern with mulit-direstioan lugs over the forefoot and the heel for greater grip Outsole extended and embedded on the heel for better protection Flex grooves for greater flexibility of the feet   ",Puma Women Saba Ballet DC3 Black Casual Shoes,Casual Shoes,8977.jpg,True
26617.jpg,"puma's redon move casual shoes offer great speed and traction with maximum comfort and grip on turf. Simple and stylish, these shoes can be teamed with jeans and a tee for casual outings. Upper Synthetic leather upper with stitch detailing for structure, durability and protection Padded tongue and collar with a fabric lining for enhanced comfort cat logo appliquéd on the medial side and printed on the back and tongue, and the Puma formstripe on the lateral side for enhanced durability and style The sleek upper with cross-upper velcro closure makes this shoe easy to get on and off Midsole IdCELL, a low-density cushioning unit to improve shock absorption and protect the feet KMS Lite midsole that provides better cushioning and reduces weight Outsole ArchTec guides the foot through a natural transition from touch-down to toe-off Decoupled Heel Construction to distribute impact, allowing for a softer motion duoCELL, a long-lasting CELL unit in heel for improved shock absorption EverRide, a blown rubber outsole reducing weight and improving forefoot cushioning EverTrack, a long-lasting composite used in the outsole to provide durability in high-wear areas M2D, a second density on the medial side to stabilize the foot during the stance phase Shoe care Wipe surface with soft, clean, damp cloth to remove dust Do not store in direct sunlight",Puma Men Redon Move White Casual Shoes,Casual Shoes,26617.jpg,True
